incident_id,opened_at,resolved_at,priority,state,category,subcategory,assignment_group,assignee,channel,location,configuration_item,time_to_first_response_minutes,time_to_resolve_minutes,reopen_count,customer_satisfaction,sla_target_minutes,sla_breached
INC100153,2025-02-15 11:39:34,2025-02-15 12:07:34,P4,Resolved,Software,Performance,Network,network.fjhor,API,Pune,Kubernetes-Cluster,30,28.0,0,3.0,2880,False
INC100154,2025-06-27 22:00:54,2025-06-27 22:11:54,P3,Closed,Access,Password,DevOps,devops.lkecc,Email,Hyderabad,Search-Cluster,9,11.0,0,3.0,1440,False
INC100155,2025-04-13 13:16:45,2025-04-13 14:13:45,P3,Closed,Access,RBAC,Analytics,analytics.wjqhf,Monitoring,Hyderabad,Billing-Service,2,57.0,0,4.0,1440,False
INC100156,2025-04-18 03:07:03,2025-04-18 03:31:03,P4,Closed,Inquiry,How-to,Payments,payments.epvpn,Monitoring,Chennai,Analytics-ETL,16,24.0,0,4.0,2880,False
INC100157,2024-11-19 10:53:24,,P4,On Hold,Inquiry,How-to,Service Desk,service.vnjex,Email,Delhi,Cache-Redis,18,,0,2.0,2880,False
INC100158,2025-01-17 07:14:42,2025-01-17 07:45:42,P4,Resolved,Network,Firewall,Analytics,analytics.smiha,Portal,Delhi,Analytics-ETL,20,31.0,0,5.0,2880,False
INC100159,2025-05-12 11:04:11,2025-05-12 11:31:11,P4,Closed,Inquiry,How-to,Security,security.otjlm,Monitoring,Hyderabad,Kubernetes-Cluster,21,27.0,0,5.0,2880,False
INC100160,2025-04-11 20:58:15,2025-04-11 21:22:15,P3,Resolved,Access,Password,Mobile,mobile.iusgx,Portal,Mumbai,Kubernetes-Cluster,20,24.0,0,5.0,1440,False
INC100161,2024-10-21 20:13:09,2024-10-21 20:24:09,P4,Resolved,Hardware,Server,Payments,payments.knita,Monitoring,Bangalore,Cache-Redis,19,11.0,1,4.0,2880,False
INC100162,2025-03-25 17:41:46,2025-03-25 18:11:46,P2,Resolved,Software,Performance,Infra,infra.xoium,Monitoring,Chennai,Billing-Service,9,30.0,0,5.0,240,False
INC100163,2025-07-10 21:31:14,2025-07-10 22:29:14,P3,Resolved,Network,VPN,DevOps,devops.ucxuu,Phone,Bangalore,Payments-API,8,58.0,1,4.0,1440,False
INC100164,2025-02-07 05:48:48,2025-02-07 06:28:48,P3,Resolved,Hardware,Peripheral,Network,network.vmrpa,API,Hyderabad,Email-Server,22,40.0,0,4.0,1440,False
INC100165,2024-08-24 16:27:14,2024-08-24 17:37:14,P3,Resolved,Software,Bug,Security,security.azkhz,API,Pune,Kubernetes-Cluster,17,70.0,0,4.0,1440,False
INC100166,2024-12-16 15:21:08,2024-12-16 15:39:08,P1,Closed,Software,Deployment,Mobile,mobile.tihjq,Portal,Remote,Billing-Service,23,18.0,0,4.0,60,False
INC100167,2025-01-13 05:54:54,2025-01-13 06:05:54,P4,Resolved,Software,Error,DevOps,devops.ywoqg,API,Chennai,Kubernetes-Cluster,2,11.0,0,3.0,2880,False
INC100168,2024-12-11 16:41:49,2024-12-11 17:08:49,P3,Resolved,Hardware,Laptop,Security,security.evvek,Portal,Hyderabad,VPN-Gateway,9,27.0,0,4.0,1440,False
INC100169,2025-05-02 16:40:34,2025-05-02 17:00:34,P3,Resolved,Network,Outage,Infra,infra.pdcyk,Monitoring,Mumbai,Email-Server,34,20.0,0,,1440,False
INC100170,2025-01-13 18:22:56,2025-01-13 18:44:56,P4,Closed,Network,Firewall,Analytics,analytics.uczob,Phone,Remote,Kubernetes-Cluster,20,22.0,0,4.0,2880,False
INC100171,2025-01-14 02:42:12,2025-01-14 03:21:12,P3,Resolved,Software,Performance,Network,network.fnxge,Phone,Chennai,Billing-Service,17,39.0,0,3.0,1440,False
INC100172,2025-07-12 13:49:13,2025-07-12 14:11:13,P1,Closed,Hardware,Datacenter,Network,network.gwdkr,Monitoring,Chennai,Kubernetes-Cluster,22,22.0,0,3.0,60,False
INC100173,2024-11-07 00:42:30,2024-11-07 00:54:30,P2,Closed,Software,Error,DevOps,devops.cuthj,Email,Delhi,Analytics-ETL,37,12.0,0,5.0,240,False
INC100174,2025-05-11 13:28:30,2025-05-11 13:49:30,P4,Resolved,Inquiry,Other,Service Desk,service.vpxhu,Email,Pune,Cache-Redis,34,21.0,0,5.0,2880,False
INC100175,2025-06-16 15:47:25,2025-06-16 16:30:25,P2,Closed,Network,Outage,DevOps,devops.omxnt,API,Chennai,Cache-Redis,0,43.0,0,4.0,240,False
INC100176,2024-11-06 22:32:06,2024-11-06 23:28:06,P3,Resolved,Access,RBAC,Security,security.knivc,Portal,Pune,Kubernetes-Cluster,2,56.0,0,,1440,False
INC100177,2024-10-26 03:46:34,2024-10-26 04:42:34,P3,Resolved,Software,Bug,Service Desk,service.pauvd,Phone,Hyderabad,Billing-Service,1,56.0,0,4.0,1440,False
INC100178,2025-08-07 07:58:00,2025-08-07 08:44:00,P3,Closed,Inquiry,Other,Network,network.xpxuv,API,Mumbai,Analytics-ETL,7,46.0,0,4.0,1440,False
INC100179,2025-05-27 15:49:34,2025-05-27 16:17:34,P1,Resolved,Network,Outage,App Support,app.rzkkd,Monitoring,Remote,Payments-API,15,28.0,1,4.0,60,False
INC100180,2024-11-02 08:27:05,2024-11-02 09:12:05,P3,Resolved,Hardware,Laptop,Network,network.cdiut,Phone,Remote,Payments-API,17,45.0,0,3.0,1440,False
INC100181,2024-11-25 12:10:17,,P3,In Progress,Network,Latency,DevOps,devops.vwetw,Portal,Mumbai,Analytics-ETL,0,,0,5.0,1440,False
INC100182,2024-11-18 07:02:19,2024-11-18 07:38:19,P4,Resolved,Hardware,Peripheral,Security,security.ktjbg,Portal,Chennai,DB-Prod,3,36.0,0,,2880,False
INC100183,2025-06-29 14:42:20,2025-06-29 14:57:20,P2,Closed,Hardware,Laptop,Service Desk,service.asvrl,Email,Chennai,Billing-Service,7,15.0,0,4.0,240,False
INC100184,2025-07-03 11:29:54,2025-07-03 12:03:54,P3,Resolved,Software,Performance,Mobile,mobile.mpofe,API,Hyderabad,Payments-API,24,34.0,1,,1440,False
INC100185,2024-08-27 21:46:38,2024-08-27 22:30:38,P3,Closed,Software,Deployment,Service Desk,service.idhba,Monitoring,Delhi,DB-Prod,25,44.0,1,4.0,1440,False
INC100186,2025-05-01 10:35:11,2025-05-01 11:18:11,P3,Resolved,Network,VPN,Infra,infra.buifs,Phone,Delhi,Billing-Service,32,43.0,0,5.0,1440,False
INC100187,2025-02-13 20:28:22,2025-02-13 20:39:22,P4,Closed,Inquiry,Other,DBA,dba.bpceg,Portal,Delhi,Analytics-ETL,14,11.0,0,2.0,2880,False
INC100188,2025-07-14 02:14:08,2025-07-14 02:49:08,P3,Resolved,Network,Latency,DBA,dba.ysyao,Phone,Pune,Search-Cluster,23,35.0,0,5.0,1440,False
INC100189,2024-11-19 06:16:19,2024-11-19 06:26:19,P3,Resolved,Access,SSO,Payments,payments.drtao,Monitoring,Delhi,DB-Prod,25,10.0,0,4.0,1440,False
INC100190,2024-09-26 13:17:48,2024-09-26 13:55:48,P4,Closed,Hardware,Laptop,Analytics,analytics.mmhxa,Phone,Mumbai,DB-Prod,10,38.0,0,5.0,2880,False
INC100191,2024-09-25 16:33:35,,P3,In Progress,Hardware,Peripheral,Payments,payments.ezmcl,API,Remote,Kubernetes-Cluster,18,,0,4.0,1440,False
INC100192,2024-08-29 02:52:51,2024-08-29 05:01:51,P3,Resolved,Software,Bug,Payments,payments.tlnjc,Email,Remote,Web-Frontend,21,129.0,0,,1440,False
INC100193,2024-10-23 10:37:17,2024-10-23 11:13:17,P2,Resolved,Inquiry,Other,Service Desk,service.cekev,Phone,Pune,Web-Frontend,5,36.0,0,3.0,240,False
INC100194,2025-07-09 01:24:52,2025-07-09 02:26:52,P2,Closed,Software,Deployment,Security,security.oayis,Email,Hyderabad,Billing-Service,31,62.0,0,4.0,240,False
INC100195,2025-08-07 04:16:22,,P1,In Progress,Access,RBAC,Payments,payments.qqbxq,Monitoring,Mumbai,Kubernetes-Cluster,14,,1,5.0,60,False
INC100196,2025-01-07 22:00:06,,P2,In Progress,Network,Latency,DevOps,devops.qgvai,Email,Remote,Cache-Redis,15,,0,,240,False
INC100197,2025-03-12 10:46:04,2025-03-12 11:32:04,P3,Resolved,Network,VPN,Service Desk,service.lishc,Phone,Mumbai,Email-Server,5,46.0,1,5.0,1440,False
INC100198,2024-09-26 16:53:34,2024-09-26 17:05:34,P4,Resolved,Inquiry,Feedback,Security,security.bfqjh,Phone,Remote,Search-Cluster,7,12.0,0,,2880,False
INC100199,2025-05-21 22:46:02,2025-05-21 23:29:02,P3,Closed,Software,Performance,DBA,dba.tfdyg,Portal,Bangalore,Email-Server,6,43.0,1,4.0,1440,False
INC100200,2024-12-08 03:14:43,2024-12-08 05:29:43,P3,Closed,Software,Performance,App Support,app.hkhzs,Phone,Hyderabad,DB-Prod,15,135.0,0,5.0,1440,False
INC100201,2025-05-12 03:03:40,2025-05-12 03:23:40,P2,Closed,Access,Password,DevOps,devops.xatvw,Email,Hyderabad,VPN-Gateway,40,20.0,0,3.0,240,False
INC100202,2025-07-16 10:31:59,,P3,New,Network,VPN,Mobile,mobile.tcwls,Portal,Bangalore,Payments-API,4,,0,4.0,1440,False
INC100203,2025-04-30 06:59:18,2025-04-30 07:29:18,P1,Resolved,Software,Bug,Analytics,analytics.crpjb,Phone,Pune,Payments-API,44,30.0,0,4.0,60,False
INC100204,2024-09-22 05:57:14,,P4,New,Inquiry,Reporting,Mobile,mobile.vybxy,Phone,Remote,Kubernetes-Cluster,29,,1,5.0,2880,False
INC100205,2025-08-16 03:16:02,,P4,New,Network,Outage,Security,security.xewpq,Monitoring,Remote,Web-Frontend,10,,0,5.0,2880,False
INC100206,2025-04-23 02:58:29,2025-04-23 03:14:29,P4,Closed,Access,SSO,Infra,infra.depwq,Portal,Remote,VPN-Gateway,15,16.0,0,4.0,2880,False
INC100207,2025-05-17 19:23:07,2025-05-17 21:09:07,P4,Closed,Inquiry,Other,Security,security.wmavz,Monitoring,Delhi,Kubernetes-Cluster,13,106.0,0,5.0,2880,False
INC100208,2024-08-19 12:06:25,2024-08-19 12:14:25,P3,Resolved,Hardware,Peripheral,App Support,app.ontvr,Monitoring,Delhi,DB-Prod,32,8.0,1,4.0,1440,False
INC100209,2025-08-10 06:01:13,2025-08-10 09:03:13,P3,Resolved,Access,SSO,DBA,dba.tttxc,Monitoring,Delhi,VPN-Gateway,20,182.0,1,5.0,1440,False
INC100210,2025-02-05 15:35:08,2025-02-05 16:40:08,P2,Resolved,Inquiry,Reporting,Network,network.qgjqx,API,Delhi,Payments-API,26,65.0,0,4.0,240,False
INC100211,2025-07-11 15:43:57,2025-07-11 17:58:57,P3,Closed,Software,Error,Security,security.cwhvb,Monitoring,Delhi,Billing-Service,18,135.0,1,,1440,False
INC100212,2024-09-17 09:24:08,2024-09-17 09:32:08,P4,Resolved,Hardware,Laptop,DBA,dba.xzmqc,Email,Bangalore,DB-Prod,13,8.0,1,4.0,2880,False
INC100213,2025-03-02 10:46:12,2025-03-02 11:23:12,P2,Resolved,Access,Password,Mobile,mobile.hlhkj,Phone,Hyderabad,Kubernetes-Cluster,18,37.0,0,5.0,240,False
INC100214,2025-03-19 09:59:33,2025-03-19 10:28:33,P4,Resolved,Software,Bug,Security,security.mjttc,API,Pune,Cache-Redis,10,29.0,0,4.0,2880,False
INC100215,2025-02-04 11:46:35,2025-02-04 12:00:35,P3,Closed,Hardware,Laptop,Security,security.dvdjc,Monitoring,Mumbai,Analytics-ETL,0,14.0,1,4.0,1440,False
INC100216,2025-07-22 21:14:03,,P4,In Progress,Network,VPN,Payments,payments.nrqrc,Phone,Delhi,DB-Prod,23,,0,5.0,2880,False
INC100217,2025-07-27 03:12:43,2025-07-27 04:01:43,P4,Closed,Software,Deployment,Mobile,mobile.gephb,Portal,Bangalore,DB-Prod,0,49.0,0,5.0,2880,False
INC100218,2024-12-18 15:54:59,2024-12-18 16:47:59,P4,Resolved,Inquiry,Other,Analytics,analytics.osrhk,Portal,Remote,Cache-Redis,12,53.0,0,4.0,2880,False
INC100219,2024-11-23 03:21:01,2024-11-23 04:54:01,P4,Resolved,Access,Password,Analytics,analytics.pmfgh,Phone,Pune,Search-Cluster,10,93.0,1,,2880,False
INC100220,2024-09-11 06:03:41,2024-09-11 06:25:41,P3,Closed,Hardware,Server,DevOps,devops.sgcld,Email,Pune,Billing-Service,21,22.0,1,4.0,1440,False
INC100221,2024-09-01 21:44:42,2024-09-01 22:13:42,P4,Closed,Software,Deployment,Infra,infra.mmnwd,Phone,Pune,Cache-Redis,30,29.0,0,4.0,2880,False
INC100222,2025-03-07 10:59:11,,P4,In Progress,Network,Latency,Network,network.pteru,Phone,Bangalore,Email-Server,27,,0,5.0,2880,False
INC100223,2025-01-02 20:03:05,2025-01-02 21:56:05,P4,Resolved,Access,Provisioning,Security,security.ivial,API,Mumbai,Email-Server,21,113.0,0,4.0,2880,False
INC100224,2025-04-19 14:28:06,2025-04-19 15:03:06,P3,Resolved,Access,RBAC,Security,security.ltfoc,Portal,Delhi,DB-Prod,8,35.0,0,4.0,1440,False
INC100225,2025-05-17 17:33:15,2025-05-17 18:32:15,P3,Resolved,Software,Performance,DevOps,devops.dwfmd,Portal,Pune,Search-Cluster,13,59.0,0,,1440,False
INC100226,2025-04-11 09:28:56,2025-04-11 10:28:56,P4,Closed,Network,VPN,Infra,infra.aeucs,Monitoring,Bangalore,Payments-API,11,60.0,0,4.0,2880,False
INC100227,2025-05-19 13:53:42,2025-05-19 15:39:42,P3,Resolved,Hardware,Server,Mobile,mobile.ibdag,Phone,Remote,Search-Cluster,10,106.0,0,,1440,False
INC100228,2024-09-16 18:06:53,2024-09-16 18:23:53,P4,Resolved,Software,Deployment,Security,security.zyvsk,Phone,Hyderabad,Email-Server,10,17.0,0,3.0,2880,False
INC100229,2024-09-21 15:36:00,2024-09-21 16:33:00,P3,Resolved,Hardware,Peripheral,DBA,dba.nxmat,Email,Remote,Search-Cluster,10,57.0,0,5.0,1440,False
INC100230,2025-07-08 11:26:56,2025-07-08 11:58:56,P2,Resolved,Access,RBAC,Service Desk,service.tavsp,Portal,Bangalore,Search-Cluster,10,32.0,0,4.0,240,False
INC100231,2024-10-26 05:39:04,2024-10-26 08:37:04,P3,Resolved,Hardware,Server,Infra,infra.gmnnv,Email,Bangalore,Billing-Service,24,178.0,0,,1440,False
INC100232,2025-08-05 05:01:14,2025-08-05 05:17:14,P3,Resolved,Network,Outage,Security,security.qildo,API,Bangalore,DB-Prod,4,16.0,1,3.0,1440,False
INC100233,2025-05-06 02:58:05,2025-05-06 04:22:05,P2,Resolved,Inquiry,Feedback,Infra,infra.bekbc,Monitoring,Pune,Billing-Service,7,84.0,0,3.0,240,False
INC100234,2024-09-13 20:50:00,2024-09-13 21:33:00,P2,Closed,Network,Firewall,Analytics,analytics.ucyan,Email,Bangalore,Payments-API,0,43.0,1,4.0,240,False
INC100235,2025-05-20 03:22:27,2025-05-20 04:04:27,P3,Resolved,Hardware,Server,Network,network.zbfbp,Portal,Hyderabad,Payments-API,29,42.0,1,5.0,1440,False
INC100236,2024-10-08 00:37:32,2024-10-08 01:11:32,P2,Resolved,Software,Performance,Security,security.uxfcl,API,Pune,Email-Server,7,34.0,2,3.0,240,False
INC100237,2024-10-25 09:16:24,2024-10-25 10:53:24,P3,Closed,Access,Provisioning,Network,network.wthwm,Phone,Remote,Kubernetes-Cluster,21,97.0,0,3.0,1440,False
INC100238,2024-08-23 15:51:30,2024-08-23 16:31:30,P4,Closed,Inquiry,Feedback,App Support,app.yltwv,API,Hyderabad,Cache-Redis,19,40.0,0,5.0,2880,False
INC100239,2025-07-30 14:12:54,2025-07-30 14:21:54,P4,Closed,Software,Deployment,Service Desk,service.gwabd,Email,Chennai,Web-Frontend,28,9.0,0,4.0,2880,False
INC100240,2024-09-17 11:53:41,2024-09-17 13:20:41,P4,Resolved,Software,Error,DevOps,devops.ramfi,Portal,Remote,DB-Prod,12,87.0,0,5.0,2880,False
INC100241,2025-01-11 21:21:11,2025-01-11 22:36:11,P4,Resolved,Network,Outage,Network,network.lzlgq,Email,Bangalore,Kubernetes-Cluster,5,75.0,0,4.0,2880,False
INC100242,2025-01-07 03:33:46,,P4,New,Hardware,Datacenter,Security,security.yjyvv,Phone,Delhi,DB-Prod,0,,0,5.0,2880,False
INC100243,2025-02-01 10:55:04,2025-02-01 11:08:04,P3,Resolved,Network,Outage,Payments,payments.eduol,Phone,Delhi,Cache-Redis,12,13.0,0,,1440,False
INC100244,2024-09-10 14:48:29,2024-09-10 15:03:29,P4,Resolved,Hardware,Server,DevOps,devops.igyzc,Portal,Pune,Cache-Redis,16,15.0,1,3.0,2880,False
INC100245,2025-02-01 22:01:08,,P4,On Hold,Network,Outage,DevOps,devops.kzovt,Monitoring,Delhi,VPN-Gateway,22,,0,5.0,2880,False
INC100246,2025-04-21 08:54:56,2025-04-21 09:41:56,P3,Resolved,Software,Error,Mobile,mobile.gxoip,API,Remote,Billing-Service,19,47.0,0,3.0,1440,False
INC100247,2024-12-30 02:49:22,2024-12-30 03:00:22,P1,Resolved,Access,Provisioning,Network,network.yspmu,API,Pune,Email-Server,0,11.0,0,5.0,60,False
INC100248,2025-02-23 06:27:53,2025-02-23 06:35:53,P4,Resolved,Hardware,Peripheral,Payments,payments.pqhwi,Phone,Remote,VPN-Gateway,25,8.0,0,5.0,2880,False
INC100249,2024-11-10 09:32:27,2024-11-10 11:03:27,P1,Resolved,Inquiry,Other,Network,network.qpctt,Email,Bangalore,Payments-API,8,91.0,1,4.0,60,True
INC100250,2024-11-23 08:08:55,2024-11-23 09:09:55,P3,Closed,Inquiry,How-to,Mobile,mobile.bngry,Email,Mumbai,Web-Frontend,5,61.0,0,,1440,False
INC100251,2025-05-14 22:01:50,2025-05-14 22:26:50,P2,Resolved,Software,Deployment,Service Desk,service.ucfkc,Monitoring,Mumbai,Email-Server,7,25.0,2,4.0,240,False
INC100252,2025-03-17 04:51:06,2025-03-17 05:20:06,P3,Closed,Network,Firewall,Security,security.dehaw,Email,Hyderabad,Payments-API,15,29.0,0,,1440,False
INC100253,2025-01-09 16:25:25,2025-01-09 16:29:25,P3,Closed,Network,Outage,Analytics,analytics.rdugj,API,Bangalore,Search-Cluster,0,4.0,0,3.0,1440,False
INC100254,2024-08-19 16:58:07,2024-08-19 18:06:07,P1,Resolved,Software,Deployment,Analytics,analytics.dyfas,Email,Delhi,Billing-Service,14,68.0,0,,60,True
INC100255,2025-01-23 08:44:15,2025-01-23 09:03:15,P3,Resolved,Inquiry,Other,Network,network.zbeeb,Monitoring,Bangalore,Billing-Service,19,19.0,1,5.0,1440,False
INC100256,2025-02-04 17:39:35,2025-02-04 18:22:35,P3,Closed,Inquiry,How-to,Mobile,mobile.gpwyf,API,Chennai,Billing-Service,26,43.0,0,5.0,1440,False
INC100257,2025-05-14 08:52:03,2025-05-14 08:56:03,P4,Closed,Network,Firewall,Infra,infra.xyurl,Email,Mumbai,VPN-Gateway,16,4.0,1,,2880,False
INC100258,2025-03-18 11:56:32,2025-03-18 13:08:32,P4,Resolved,Hardware,Laptop,Security,security.fbudj,API,Delhi,Analytics-ETL,1,72.0,1,,2880,False
INC100259,2024-12-15 22:03:41,2024-12-15 22:21:41,P3,Closed,Access,RBAC,Network,network.exyut,Phone,Remote,Kubernetes-Cluster,16,18.0,0,4.0,1440,False
INC100260,2025-01-16 17:25:04,2025-01-16 17:36:04,P4,Resolved,Hardware,Laptop,Infra,infra.tcyra,Phone,Remote,Cache-Redis,4,11.0,0,3.0,2880,False
INC100261,2025-03-01 15:16:09,,P3,On Hold,Inquiry,Reporting,Security,security.mhxgg,Phone,Mumbai,Web-Frontend,3,,0,,1440,False
INC100262,2024-11-02 01:15:31,2024-11-02 01:35:31,P3,Resolved,Hardware,Server,Infra,infra.alxtc,Email,Bangalore,Cache-Redis,1,20.0,0,5.0,1440,False
INC100263,2025-04-09 01:40:27,2025-04-09 02:58:27,P2,Resolved,Access,Password,DevOps,devops.pchrs,Monitoring,Delhi,Analytics-ETL,4,78.0,0,3.0,240,False
INC100264,2024-11-15 14:21:49,2024-11-15 14:44:49,P3,Closed,Hardware,Server,Network,network.gxsvr,API,Hyderabad,Search-Cluster,9,23.0,0,4.0,1440,False
INC100265,2024-10-07 07:13:42,2024-10-07 08:51:42,P3,Resolved,Hardware,Peripheral,Mobile,mobile.tdbgr,Portal,Remote,Search-Cluster,26,98.0,1,5.0,1440,False
INC100266,2025-04-27 14:00:33,2025-04-27 14:43:33,P2,Resolved,Hardware,Server,Security,security.crbcc,Phone,Bangalore,Search-Cluster,37,43.0,0,4.0,240,False
INC100267,2024-10-24 06:26:10,,P4,In Progress,Hardware,Laptop,Analytics,analytics.elcaa,Phone,Hyderabad,Email-Server,9,,0,4.0,2880,False
INC100268,2025-03-06 00:08:16,2025-03-06 00:41:16,P4,Closed,Software,Performance,Network,network.seiro,Portal,Delhi,Payments-API,25,33.0,1,4.0,2880,False
INC100269,2025-02-13 11:37:20,2025-02-13 13:08:20,P3,Closed,Inquiry,Reporting,Security,security.jmaco,Portal,Mumbai,Payments-API,11,91.0,0,3.0,1440,False
INC100270,2025-05-22 00:58:31,2025-05-22 01:11:31,P2,Closed,Access,RBAC,Security,security.qdpsy,Email,Chennai,Search-Cluster,1,13.0,0,4.0,240,False
INC100271,2025-05-26 05:08:32,2025-05-26 05:44:32,P3,Resolved,Inquiry,How-to,Infra,infra.rmhff,API,Pune,Web-Frontend,22,36.0,0,4.0,1440,False
INC100272,2024-10-15 11:10:50,2024-10-15 11:34:50,P3,Closed,Software,Error,Infra,infra.sgxkf,Phone,Mumbai,VPN-Gateway,17,24.0,0,,1440,False
INC100273,2024-08-28 09:52:48,2024-08-28 11:33:48,P4,Resolved,Software,Performance,Payments,payments.lysij,Monitoring,Hyderabad,Web-Frontend,33,101.0,0,4.0,2880,False
INC100274,2024-08-21 14:34:41,2024-08-21 16:23:41,P3,Resolved,Software,Performance,Network,network.rwxot,Email,Bangalore,Web-Frontend,0,109.0,0,5.0,1440,False
INC100275,2024-12-30 04:11:45,2024-12-30 04:44:45,P4,Closed,Software,Error,App Support,app.mjaho,Email,Remote,Payments-API,42,33.0,1,5.0,2880,False
INC100276,2025-04-13 23:08:11,2025-04-13 23:19:11,P4,Resolved,Hardware,Peripheral,DBA,dba.olwxn,Monitoring,Delhi,Billing-Service,30,11.0,0,4.0,2880,False
INC100277,2025-04-04 20:29:41,,P3,New,Inquiry,Feedback,App Support,app.prjqs,Monitoring,Mumbai,Web-Frontend,14,,0,5.0,1440,False
INC100278,2024-11-16 12:21:42,2024-11-16 12:29:42,P4,Resolved,Network,VPN,Security,security.mwnee,Monitoring,Remote,Web-Frontend,12,8.0,0,5.0,2880,False
INC100279,2025-05-04 22:32:04,2025-05-05 00:33:04,P3,Resolved,Access,Password,Payments,payments.rpkxc,Portal,Remote,Cache-Redis,7,121.0,0,5.0,1440,False
INC100280,2024-10-23 16:18:39,2024-10-23 16:40:39,P3,Closed,Software,Bug,Security,security.majgw,Phone,Chennai,Billing-Service,16,22.0,1,5.0,1440,False
INC100281,2024-11-27 05:02:24,2024-11-27 05:34:24,P3,Resolved,Inquiry,How-to,App Support,app.thbjy,Portal,Delhi,Payments-API,13,32.0,0,3.0,1440,False
INC100282,2024-11-03 11:54:40,2024-11-03 12:13:40,P2,Closed,Software,Bug,Security,security.loqwo,Phone,Hyderabad,VPN-Gateway,20,19.0,1,4.0,240,False
INC100283,2025-05-03 20:12:02,2025-05-03 20:28:02,P2,Resolved,Software,Bug,Infra,infra.wxyvt,Portal,Delhi,Kubernetes-Cluster,12,16.0,0,3.0,240,False
INC100284,2024-10-08 14:28:13,2024-10-08 15:27:13,P3,Resolved,Software,Error,Network,network.kxncc,API,Delhi,Payments-API,29,59.0,0,,1440,False
INC100285,2025-03-19 06:09:05,2025-03-19 06:38:05,P4,Resolved,Software,Bug,Analytics,analytics.obtdf,Phone,Bangalore,Payments-API,16,29.0,0,5.0,2880,False
INC100286,2025-04-28 10:00:11,2025-04-28 10:34:11,P4,Closed,Software,Performance,App Support,app.swbxb,Email,Pune,Web-Frontend,12,34.0,0,3.0,2880,False
INC100287,2024-12-19 19:36:57,,P4,On Hold,Access,Provisioning,DBA,dba.kteoi,Phone,Remote,Cache-Redis,25,,0,5.0,2880,False
INC100288,2024-10-21 09:40:47,2024-10-21 10:45:47,P2,Closed,Inquiry,Feedback,DBA,dba.uhevs,Phone,Hyderabad,Analytics-ETL,1,65.0,0,,240,False
INC100289,2025-06-14 03:51:33,2025-06-14 05:02:33,P4,Closed,Software,Bug,Infra,infra.ixmkq,Phone,Bangalore,Search-Cluster,18,71.0,0,4.0,2880,False
INC100290,2025-07-21 00:04:06,2025-07-21 00:32:06,P3,Resolved,Software,Bug,Network,network.kdwkf,API,Remote,DB-Prod,15,28.0,0,,1440,False
INC100291,2024-08-31 22:50:43,2024-09-01 00:21:43,P4,Closed,Software,Performance,Service Desk,service.owomk,Portal,Pune,Cache-Redis,0,91.0,0,4.0,2880,False
INC100292,2025-01-01 15:01:10,2025-01-01 15:31:10,P4,Closed,Software,Performance,Service Desk,service.gimgt,Email,Bangalore,Analytics-ETL,2,30.0,0,5.0,2880,False
INC100293,2025-02-24 06:03:54,2025-02-24 07:04:54,P4,Closed,Hardware,Peripheral,Mobile,mobile.invxh,Portal,Pune,Web-Frontend,25,61.0,0,4.0,2880,False
INC100294,2024-12-19 15:11:51,2024-12-19 15:20:51,P3,Resolved,Hardware,Datacenter,Mobile,mobile.atuti,Portal,Pune,Web-Frontend,24,9.0,0,5.0,1440,False
INC100295,2025-01-28 04:22:18,,P4,New,Network,Firewall,App Support,app.ugpoi,Monitoring,Pune,VPN-Gateway,16,,0,4.0,2880,False
INC100296,2024-11-09 05:07:10,2024-11-09 05:33:10,P3,Closed,Software,Deployment,Infra,infra.ctvri,API,Bangalore,Analytics-ETL,32,26.0,0,4.0,1440,False
INC100297,2025-06-26 10:08:37,2025-06-26 10:45:37,P4,Closed,Network,Firewall,Infra,infra.ffitw,Monitoring,Delhi,Email-Server,19,37.0,0,5.0,2880,False
INC100298,2024-09-17 14:37:11,2024-09-17 15:13:11,P2,Resolved,Access,Provisioning,Security,security.zkpba,API,Pune,Search-Cluster,27,36.0,0,4.0,240,False
INC100299,2024-11-04 01:58:28,,P1,New,Network,VPN,DBA,dba.nmaka,Portal,Delhi,DB-Prod,19,,0,4.0,60,False
INC100300,2025-08-17 04:11:31,2025-08-17 05:05:31,P2,Closed,Inquiry,Feedback,DBA,dba.xjcgg,Portal,Remote,VPN-Gateway,12,54.0,0,5.0,240,False
INC100301,2025-07-26 01:03:29,2025-07-26 01:24:29,P4,Resolved,Hardware,Laptop,DBA,dba.bxjub,API,Remote,Cache-Redis,4,21.0,0,4.0,2880,False
INC100302,2024-09-23 15:39:49,2024-09-23 16:31:49,P3,Closed,Hardware,Peripheral,Payments,payments.mpbkr,Portal,Hyderabad,Cache-Redis,8,52.0,0,5.0,1440,False
INC100303,2024-09-07 05:38:29,2024-09-07 07:06:29,P3,Resolved,Software,Bug,Network,network.jobsu,Portal,Chennai,Analytics-ETL,12,88.0,0,4.0,1440,False
INC100304,2025-03-31 22:09:14,2025-03-31 22:19:14,P4,Resolved,Software,Error,DevOps,devops.xxlde,Email,Delhi,Search-Cluster,28,10.0,1,,2880,False
INC100305,2025-03-02 10:54:54,2025-03-02 11:11:54,P4,Resolved,Access,SSO,Security,security.mxywx,Monitoring,Remote,Search-Cluster,22,17.0,1,4.0,2880,False
